destino,tipo,km,km_estimado,km_destapados,ruta,tamano,capacidad_desde,capacidad_hasta,precio_ida,precio_ida_vuelta
URRAO,DESTINO,170,0,,"Med, Bolombolo, Concordia, Betulia",16 PX,16,16,1941621,2764907
URRAO,DESTINO,170,0,,"Med, Bolombolo, Concordia, Betulia",19 PX,19,19,2058586,2676162
URRAO,DESTINO,170,0,,"Med, Bolombolo, Concordia, Betulia",22-25 PX,22,25,2439893,3171860
URRAO,DESTINO,170,0,,"Med, Bolombolo, Concordia, Betulia",30-42 PX,30,42,2708281,3520765
VALDIVIA,DESTINO,169,0,,"Med, Don Matías, Santa Rosa, Yarumal",12 PX,12,12,1403582,1998728
VALDIVIA,DESTINO,169,0,,"Med, Don Matías, Santa Rosa, Yarumal",14 PX,14,14,1473761,2098665
VALDIVIA,DESTINO,169,0,,"Med, Don Matías, Santa Rosa, Yarumal",16 PX,16,16,1637512,2331850
VALDIVIA,DESTINO,169,0,,"Med, Don Matías, Santa Rosa, Yarumal",19 PX,19,19,1801263,2341642
VALDIVIA,DESTINO,169,0,,"Med, Don Matías, Santa Rosa, Yarumal",22-25 PX,22,25,1754477,2280820
VALDIVIA,DESTINO,169,0,,"Med, Don Matías, Santa Rosa, Yarumal",30-42 PX,30,42,1947469,2531710
VALLEDUPAR,DESTINO,1098,0,,"Med, Pto Boyacá, Pto Araujo",12 PX,12,12,5450575,7761728
VALLEDUPAR,DESTINO,1098,0,,"Med, Pto Boyacá, Pto Araujo",14 PX,14,14,5731291,8161474
VALLEDUPAR,DESTINO,1098,0,,"Med, Pto Boyacá, Pto Araujo",16 PX,16,16,5918436,8427971
VALLEDUPAR,DESTINO,1098,0,,"Med, Pto Boyacá, Pto Araujo",19 PX,19,19,6292724,8180541
VALLEDUPAR,DESTINO,1098,0,,"Med, Pto Boyacá, Pto Araujo",22-25 PX,22,25,6900943,8971226
VALLEDUPAR,DESTINO,1098,0,,"Med, Pto Boyacá, Pto Araujo",30-42 PX,30,42,7660046,9958060
VALPARAISO,DESTINO,117,0,,"Med,Santa Barbara, La pintada. Otra vía por Bolombolo",12 PX,12,12,888935,1265861
VALPARAISO,DESTINO,117,0,,"Med,Santa Barbara, La pintada. Otra vía por Bolombolo",14 PX,14,14,959114,1365798
VALPARAISO,DESTINO,117,0,,"Med,Santa Barbara, La pintada. Otra vía por Bolombolo",16 PX,16,16,1052686,1499046
VALPARAISO,DESTINO,117,0,,"Med,Santa Barbara, La pintada. Otra vía por Bolombolo",19 PX,19,19,1193044,1550958
VALPARAISO,DESTINO,117,0,,"Med,Santa Barbara, La pintada. Otra vía por Bolombolo",22-25 PX,22,25,1286616,1672601
VALPARAISO,DESTINO,117,0,,"Med,Santa Barbara, La pintada. Otra vía por Bolombolo",30-42 PX,30,42,1428144,1856588
VENECIA,DESTINO,61,0,15,"Med,Amaga,El cinco.15 Kms dest",12 PX,12,12,573129,816147
VENECIA,DESTINO,61,0,15,"Med,Amaga,El cinco.15 Kms dest",14 PX,14,14,608219,866116
VENECIA,DESTINO,61,0,15,"Med,Amaga,El cinco.15 Kms dest",16 PX,16,16,655005,932740
VENECIA,DESTINO,61,0,15,"Med,Amaga,El cinco.15 Kms dest",19 PX,19,19,736880,957944
VENECIA,DESTINO,61,0,15,"Med,Amaga,El cinco.15 Kms dest",22-25 PX,22,25,830452,1079588
VENECIA,DESTINO,61,0,15,"Med,Amaga,El cinco.15 Kms dest",30-42 PX,30,42,921802,1198343
VERSALLES,DESTINO,38,0,,"Med, Alto Minas",12 PX,12,12,425753,606281
VERSALLES,DESTINO,38,0,,"Med, Alto Minas",14 PX,14,14,491254,699555
VERSALLES,DESTINO,38,0,,"Med, Alto Minas",16 PX,16,16,538040,766179
VERSALLES,DESTINO,38,0,,"Med, Alto Minas",19 PX,19,19,584826,760273
VERSALLES,DESTINO,38,0,,"Med, Alto Minas",22-25 PX,22,25,655005,851506
VERSALLES,DESTINO,38,0,,"Med, Alto Minas",30-42 PX,30,42,727055,945172
VILLA DE LEIVA,DESTINO,738,0,,"Med, Pto Boyacá, Tunja",12 PX,12,12,4912535,6995549
VILLA DE LEIVA,DESTINO,738,0,,"Med, Pto Boyacá, Tunja",14 PX,14,14,5216645,7428607
VILLA DE LEIVA,DESTINO,738,0,,"Med, Pto Boyacá, Tunja",16 PX,16,16,5614326,7994913
VILLA DE LEIVA,DESTINO,738,0,,"Med, Pto Boyacá, Tunja",19 PX,19,19,5965222,7754788
VILLA DE LEIVA,DESTINO,738,0,,"Med, Pto Boyacá, Tunja",22-25 PX,22,25,6316117,8210952
VILLA DE LEIVA,DESTINO,738,0,,"Med, Pto Boyacá, Tunja",30-42 PX,30,42,7010890,9114157
VILLAVICENCIO,DESTINO,610,0,,"Med, Pto Boyacá, Bogota",12 PX,12,12,3625919,5163381
VILLAVICENCIO,DESTINO,610,0,,"Med, Pto Boyacá, Bogota",14 PX,14,14,3859849,5496503
VILLAVICENCIO,DESTINO,610,0,,"Med, Pto Boyacá, Bogota",16 PX,16,16,4023600,5729688
VILLAVICENCIO,DESTINO,610,0,,"Med, Pto Boyacá, Bogota",19 PX,19,19,4257531,5534790
VILLAVICENCIO,DESTINO,610,0,,"Med, Pto Boyacá, Bogota",22-25 PX,22,25,4678605,6082187
VILLAVICENCIO,DESTINO,610,0,,"Med, Pto Boyacá, Bogota",30-42 PX,30,42,5193252,6751227
VILLETA,DESTINO,350,0,,"Med, Pto Triunfo, La Dorada Honda",12 PX,12,12,2339303,3331214
VILLETA,DESTINO,350,0,,"Med, Pto Triunfo, La Dorada Honda",14 PX,14,14,2690198,3830896
VILLETA,DESTINO,350,0,,"Med, Pto Triunfo, La Dorada Honda",16 PX,16,16,2865646,4080737
VILLETA,DESTINO,350,0,,"Med, Pto Triunfo, La Dorada Honda",19 PX,19,19,3064486,3983832
VILLETA,DESTINO,350,0,,"Med, Pto Triunfo, La Dorada Honda",22-25 PX,22,25,3321810,4318353
VILLETA,DESTINO,350,0,,"Med, Pto Triunfo, La Dorada Honda",30-42 PX,30,42,3687209,4793371
"VUELTA ORIENTE (El retiro,La Ceja.Rionegro, El carmen, M)",DESTINO,84,1,,"El retiro,La Ceja.Rionegro, El carmen, Marinilla,Santuari",12 PX,12,12,818756,1165925
"VUELTA ORIENTE (El retiro,La Ceja.Rionegro, El carmen, M)",DESTINO,84,1,,"El retiro,La Ceja.Rionegro, El carmen, Marinilla,Santuari",14 PX,14,14,888935,1265861
"VUELTA ORIENTE (El retiro,La Ceja.Rionegro, El carmen, M)",DESTINO,84,1,,"El retiro,La Ceja.Rionegro, El carmen, Marinilla,Santuari",16 PX,16,16,982507,1399110
"VUELTA ORIENTE (El retiro,La Ceja.Rionegro, El carmen, M)",DESTINO,84,1,,"El retiro,La Ceja.Rionegro, El carmen, Marinilla,Santuari",19 PX,19,19,1052686,1368492
"VUELTA ORIENTE (El retiro,La Ceja.Rionegro, El carmen, M)",DESTINO,84,1,,"El retiro,La Ceja.Rionegro, El carmen, Marinilla,Santuari",22-25 PX,22,25,1122865,1459725
"VUELTA ORIENTE (El retiro,La Ceja.Rionegro, El carmen, M)",DESTINO,84,1,,"El retiro,La Ceja.Rionegro, El carmen, Marinilla,Santuari",30-42 PX,30,42,1246380,1620295
"VUELTA ORIENTE (Med, Marinilla, El peñol, Guatape)",DESTINO,65,1,,"Med, Marinilla, El peñol, Guatape",12 PX,12,12,655005,932740
"VUELTA ORIENTE (Med, Marinilla, El peñol, Guatape)",DESTINO,65,1,,"Med, Marinilla, El peñol, Guatape",14 PX,14,14,701791,999364
"VUELTA ORIENTE (Med, Marinilla, El peñol, Guatape)",DESTINO,65,1,,"Med, Marinilla, El peñol, Guatape",16 PX,16,16,818756,1165925
"VUELTA ORIENTE (Med, Marinilla, El peñol, Guatape)",DESTINO,65,1,,"Med, Marinilla, El peñol, Guatape",19 PX,19,19,970811,1262054
"VUELTA ORIENTE (Med, Marinilla, El peñol, Guatape)",DESTINO,65,1,,"Med, Marinilla, El peñol, Guatape",22-25 PX,22,25,1122865,1459725
"VUELTA ORIENTE (Med, Marinilla, El peñol, Guatape)",DESTINO,65,1,,"Med, Marinilla, El peñol, Guatape",30-42 PX,30,42,1246380,1620295
YALI,DESTINO,128,0,,"Med,Cisneros,Yolombo",12 PX,12,12,1099472,1565670
YALI,DESTINO,128,0,,"Med,Cisneros,Yolombo",14 PX,14,14,1216437,1732231
YALI,DESTINO,128,0,,"Med,Cisneros,Yolombo",16 PX,16,16,1333402,1898792
YALI,DESTINO,128,0,,"Med,Cisneros,Yolombo",19 PX,19,19,1485457,1931094
YALI,DESTINO,128,0,,"Med,Cisneros,Yolombo",22-25 PX,22,25,1555636,2022327
YALI,DESTINO,128,0,,"Med,Cisneros,Yolombo",30-42 PX,30,42,1726756,2244783
YARUMAL,DESTINO,122,0,,"Med, Don Matías, Santa Rosa",12 PX,12,12,1029293,1465734
YARUMAL,DESTINO,122,0,,"Med, Don Matías, Santa Rosa",14 PX,14,14,1122865,1598983
YARUMAL,DESTINO,122,0,,"Med, Don Matías, Santa Rosa",16 PX,16,16,1216437,1732231
YARUMAL,DESTINO,122,0,,"Med, Don Matías, Santa Rosa",19 PX,19,19,1310009,1703012
YARUMAL,DESTINO,122,0,,"Med, Don Matías, Santa Rosa",22-25 PX,22,25,1380189,1794245
YARUMAL,DESTINO,122,0,,"Med, Don Matías, Santa Rosa",30-42 PX,30,42,1532009,1991612
YOLOMBO,DESTINO,118,0,15,"Med,Barbosa,Cisneros.15 Kms dest",12 PX,12,12,982507,1399110
YOLOMBO,DESTINO,118,0,15,"Med,Barbosa,Cisneros.15 Kms dest",14 PX,14,14,1076079,1532358
YOLOMBO,DESTINO,118,0,15,"Med,Barbosa,Cisneros.15 Kms dest",16 PX,16,16,1193044,1698919
YOLOMBO,DESTINO,118,0,15,"Med,Barbosa,Cisneros.15 Kms dest",19 PX,19,19,1286616,1672601
YOLOMBO,DESTINO,118,0,15,"Med,Barbosa,Cisneros.15 Kms dest",22-25 PX,22,25,1356796,1763834
YOLOMBO,DESTINO,118,0,15,"Med,Barbosa,Cisneros.15 Kms dest",30-42 PX,30,42,1506043,1957856
ZARAGOZA,DESTINO,262,0,,"Med, Segovia, Zaragoza",12 PX,12,12,2058586,2931468
ZARAGOZA,DESTINO,262,0,,"Med, Segovia, Zaragoza",14 PX,14,14,2222337,3164653
ZARAGOZA,DESTINO,262,0,,"Med, Segovia, Zaragoza",16 PX,16,16,2526447,3597711
ZARAGOZA,DESTINO,262,0,,"Med, Segovia, Zaragoza",19 PX,19,19,2666805,3466846
ZARAGOZA,DESTINO,262,0,,"Med, Segovia, Zaragoza",22-25 PX,22,25,2947521,3831778
ZARAGOZA,DESTINO,262,0,,"Med, Segovia, Zaragoza",30-42 PX,30,42,3271749,4253273
